Model,Curve,x,y
Logistic Regression,PR,0.80392156862745101,0.10594315245478036
Logistic Regression,PR,0.80392156862745101,0.10621761658031088
Logistic Regression,PR,0.80392156862745101,0.10649350649350649
Logistic Regression,PR,0.80392156862745101,0.10677083333333333
Logistic Regression,PR,0.80392156862745101,0.10704960835509138
Logistic Regression,PR,0.80392156862745101,0.10732984293193717
Logistic Regression,PR,0.80392156862745101,0.10761154855643044
Logistic Regression,PR,0.80392156862745101,0.10789473684210527
Logistic Regression,PR,0.80392156862745101,0.10817941952506596
Logistic Regression,PR,0.78431372549019607,0.10582010582010581
Logistic Regression,PR,0.78431372549019607,0.10610079575596817
Logistic Regression,PR,0.78431372549019607,0.10638297872340426
Logistic Regression,PR,0.78431372549019607,0.10666666666666667
Logistic Regression,PR,0.78431372549019607,0.10695187165775401
Logistic Regression,PR,0.78431372549019607,0.10723860589812333
Logistic Regression,PR,0.78431372549019607,0.10752688172043011
Logistic Regression,PR,0.78431372549019607,0.1078167115902965
Logistic Regression,PR,0.78431372549019607,0.10810810810810811
Logistic Regression,PR,0.78431372549019607,0.10840108401084012
Logistic Regression,PR,0.78431372549019607,0.10869565217391304
Logistic Regression,PR,0.78431372549019607,0.10899182561307902
Logistic Regression,PR,0.78431372549019607,0.10928961748633879
Logistic Regression,PR,0.78431372549019607,0.1095890410958904
Logistic Regression,PR,0.78431372549019607,0.10989010989010989
Logistic Regression,PR,0.78431372549019607,0.11019283746556474
Logistic Regression,PR,0.78431372549019607,0.11049723756906077
Logistic Regression,PR,0.78431372549019607,0.11080332409972299
Logistic Regression,PR,0.78431372549019607,0.1111111111111111
Logistic Regression,PR,0.78431372549019607,0.11142061281337047
Logistic Regression,PR,0.78431372549019607,0.11173184357541899
Logistic Regression,PR,0.78431372549019607,0.11204481792717087
Logistic Regression,PR,0.78431372549019607,0.11235955056179775
Logistic Regression,PR,0.78431372549019607,0.11267605633802817
Logistic Regression,PR,0.78431372549019607,0.11299435028248588
Logistic Regression,PR,0.78431372549019607,0.11331444759206799
Logistic Regression,PR,0.76470588235294112,0.11079545454545454
Logistic Regression,PR,0.76470588235294112,0.1111111111111111
Logistic Regression,PR,0.76470588235294112,0.11142857142857143
Logistic Regression,PR,0.76470588235294112,0.11174785100286533
Logistic Regression,PR,0.76470588235294112,0.11206896551724138
Logistic Regression,PR,0.76470588235294112,0.11239193083573487
Logistic Regression,PR,0.76470588235294112,0.11271676300578035
Logistic Regression,PR,0.74509803921568629,0.11014492753623188
Logistic Regression,PR,0.74509803921568629,0.11046511627906977
Logistic Regression,PR,0.74509803921568629,0.11078717201166181
Logistic Regression,PR,0.74509803921568629,0.1111111111111111
Logistic Regression,PR,0.74509803921568629,0.11143695014662756
Logistic Regression,PR,0.74509803921568629,0.11176470588235295
Logistic Regression,PR,0.74509803921568629,0.11209439528023599
Logistic Regression,PR,0.74509803921568629,0.11242603550295859
Logistic Regression,PR,0.74509803921568629,0.11275964391691394
Logistic Regression,PR,0.74509803921568629,0.1130952380952381
Logistic Regression,PR,0.74509803921568629,0.11343283582089553
Logistic Regression,PR,0.74509803921568629,0.11377245508982035
